scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,amc_name,rating,sub_category,returns_1yr,Average_Returns,risk_level_2,risk_level_3,risk_level_4,risk_level_5,risk_level_6,category_Equity,category_Hybrid,category_Other,category_Solution Oriented
L&T Focused Equity Fund,500,5000,1.09,946.0,4,Venugopal Manghat,-,-,-,-,-,L&T Mutual Fund,3,Focused Funds,-0.7,14.766666666666666,False,False,False,False,True,True,False,False,False
L&T India Large Cap Fund,500,5000,1.49,757.0,10,Venugopal Manghat,2.6,-2.34,16.62,0.97,1.18,L&T Mutual Fund,2,Large Cap Mutual Funds,0.8,15.299999999999999,False,False,False,False,True,True,False,False,False
LIC MF Arbitrage Fund,1000,5000,0.31,27.0,4,Jaiprakash Toshniwal,0.67,1.23,0.78,0.6,0.55,LIC Mutual Fund,2,Arbitrage Mutual Funds,5.5,4.95,False,False,False,False,False,False,True,False,False
LIC MF Banking & Fina Serv Fund,1000,5000,1.54,121.0,8,Jaiprakash Toshniwal,2.19,0.9,22.14,0.85,0.97,LIC Mutual Fund,2,Sectoral / Thematic Mutual Funds,13.9,15.033333333333333,False,False,False,False,True,True,False,False,False
LIC MF Banking & PSU Debt Fund,1000,5000,0.28,1190.0,10,Marzban Irani,1.49,3.94,1.53,2.05,0.78,LIC Mutual Fund,3,Banking and PSU Mutual Funds,4.2,5.566666666666666,True,False,False,False,False,False,False,False,False
LIC MF Bond Fund,1000,5000,0.21,111.0,10,Marzban Irani,0.32,0.23,2.6,1.24,0.22,LIC Mutual Fund,2,Medium to Long Duration Funds,4.4,5.1000000000000005,False,True,False,False,False,False,False,False,False
LIC MF Children’s Gift Fund,1000,5000,1.86,12.0,10,Karan Desai,2.54,-3.65,13.05,0.9,0.99,LIC Mutual Fund,1,Childrens Funds,-1.9,7.6000000000000005,False,False,False,False,True,False,False,False,True
LIC MF Debt Hybrid Fund,1000,5000,1.34,61.0,10,Karan Desai,2.11,-0.54,4.14,0.61,0.92,LIC Mutual Fund,3,Conservative Hybrid Mutual Funds,2.5,5.766666666666667,False,False,True,False,False,False,True,False,False
LIC MF Equity Hybrid Fund,1000,5000,1.43,378.0,10,Karan Desai,2.26,-2.85,11.49,0.77,0.99,LIC Mutual Fund,1,Aggressive Hybrid Mutual Funds,-0.5,7.633333333333333,False,False,False,False,True,False,True,False,False
LIC MF Flexi Cap Fund,1000,5000,1.74,383.0,10,Amit Nadekar,2.15,-4.31,14.27,0.8,1.02,LIC Mutual Fund,2,Flexi Cap Funds,-0.9,8.733333333333334,False,False,False,False,True,True,False,False,False
LIC MF G-Sec Fund,1000,10000,0.76,46.0,10,Marzban Irani,0.51,0.27,2.23,0.45,0.35,LIC Mutual Fund,3,Gilt Mutual Funds,3.3,5.3,True,False,False,False,False,False,False,False,False
LIC MF Infrastructure Fund,1000,5000,1.47,90.0,10,Yogesh Patil,3.89,7.11,16.12,0.57,1.56,LIC Mutual Fund,3,Sectoral / Thematic Mutual Funds,6.7,15.9,False,False,False,False,True,True,False,False,False
LIC MF Large & Mid Cap Fund,1000,5000,0.84,1888.0,8,Yogesh Patil,2.59,0.78,14.89,0.84,1.34,LIC Mutual Fund,3,Large & Mid Cap Funds,-4.3,9.799999999999999,False,False,False,False,True,True,False,False,False
LIC MF Large Cap Fund,1000,5000,1.39,648.0,10,Yogesh Patil,2.37,-3.35,15.42,0.88,1.08,LIC Mutual Fund,2,Large Cap Mutual Funds,-3.2,9.133333333333333,False,False,False,False,True,True,False,False,False
LIC MF Liquid Fund,1000,5000,0.16,5996.0,10,Rahul Singh,4.72,1.33,0.37,0.73,0.97,LIC Mutual Fund,3,Liquid Mutual Funds,5.6,5.1000000000000005,False,True,False,False,False,False,False,False,False
LIC MF Nifty 50 Index Fund,1000,5000,0.2,53.0,10,Jaiprakash Toshniwal,3.44,-0.85,16.75,1,1.3,LIC Mutual Fund,3,Index Funds,1.0,12.833333333333334,False,False,False,False,True,False,False,True,False
LIC MF Overnight Fund,1000,5000,0.07,951.0,4,Rahul Singh,0.11,0.57,0.35,0.42,0.02,LIC Mutual Fund,4,Overnight Mutual Funds,5.4,4.65,False,False,False,False,False,False,False,False,False
LIC MF S&P BSE Sensex Index Fund,1000,5000,0.38,68.0,10,Jaiprakash Toshniwal,3.4,-1.81,16.89,1,1.23,LIC Mutual Fund,3,Index Funds,2.2,13.399999999999999,False,False,False,False,True,False,False,True,False
LIC MF Savings Fund,1000,5000,0.27,707.0,10,Rahul Singh,4.54,2.95,1.02,1.01,1.57,LIC Mutual Fund,3,Low Duration Funds,5.0,5.5,True,False,False,False,False,False,False,False,False
LIC MF Short Term Debt Fund,1000,5000,0.37,110.0,4,Marzban Irani,1.26,4.66,1.61,2.57,0.76,LIC Mutual Fund,2,Short Duration Funds,3.7,4.7,False,True,False,False,False,False,False,False,False
LIC MF Tax Plan – Direct Growth,500,500,1.47,401.0,10,Amit Nadekar,2.55,-0.72,14.61,0.81,1.25,LIC Mutual Fund,2,ELSS Mutual Funds,-1.9,9.5,False,False,False,False,True,True,False,False,False
LIC MF Ultra Short Term Fund,1000,5000,0.3,40.0,3,Rahul Singh,1.98,1.33,0.39,0.75,0.85,LIC Mutual Fund,1,Ultra Short Duration Funds,5.0,4.75,False,False,False,False,False,False,False,False,False
Mahindra Manulife Aggressive Hybrid Fund,500,1000,0.65,615.0,4,Fatema Pacha,3.57,4.52,12.44,0.85,1.62,Mahindra Manulife Mutual Fund,4,Aggressive Hybrid Mutual Funds,2.7,13.65,False,False,False,False,True,False,True,False,False
Mahindra Manulife Consumption Fund,500,1000,0.82,54.0,4,Abhinav Khandelwal,2.76,0.66,14.14,0.77,1.33,Mahindra Manulife Mutual Fund,0,Sectoral / Thematic Mutual Funds,5.7,13.5,False,False,False,False,True,True,False,False,False
Mahindra Manulife Dynamic Bond Fund,500,1000,0.51,66.0,5,Rahul Pal,-0.01,-0.19,1.7,0.65,-0.01,Mahindra Manulife Mutual Fund,2,Dynamic Bond,3.4,3.9000000000000004,False,True,False,False,False,False,False,False,False
Mahindra Manulife ELSS Fund,500,500,0.73,525.0,6,Fatema Pacha,3.64,2.66,16.21,0.94,1.53,Mahindra Manulife Mutual Fund,3,ELSS Mutual Funds,2.3,14.533333333333333,False,False,False,False,True,True,False,False,False
Mahindra Manulife Equity Savings Fund,500,1000,0.7,418.0,6,Fatema Pacha,3.1,3.84,8.16,1.24,1.56,Mahindra Manulife Mutual Fund,4,Equity Savings Mutual Funds,1.7,15.800000000000002,False,False,True,False,False,False,True,False,False
Mahindra Manulife Large & Mid Cap Fund,500,1000,0.51,1056.0,3,Manish Lodha,3.07,4.98,15.69,0.88,1.61,Mahindra Manulife Mutual Fund,5,Large & Mid Cap Funds,-1.1,14.649999999999999,False,False,False,False,True,True,False,False,False
Mahindra Manulife Large Cap Fund,500,1000,0.67,215.0,4,Abhinav Khandelwal,2.71,-1.04,15.36,0.9,1.25,Mahindra Manulife Mutual Fund,4,Large Cap Mutual Funds,0.3,13.0,False,False,False,False,True,True,False,False,False
Mahindra Manulife Liquid Fund,0,1000,0.15,514.0,7,Rahul Pal,5.26,1.41,0.37,0.74,1.15,Mahindra Manulife Mutual Fund,5,Liquid Mutual Funds,5.7,5.2,False,True,False,False,False,False,False,False,False
Mahindra Manulife Low Duration Fund,500,1000,0.37,395.0,6,Rahul Pal,3.11,2.67,0.76,1.07,1.63,Mahindra Manulife Mutual Fund,3,Low Duration Funds,5.2,5.7,False,True,False,False,False,False,False,False,False
Mahindra Manulife Mid Cap Fund,500,1000,0.66,1060.0,5,Abhinav Khandelwal,2.99,-0.01,16.69,0.89,1.57,Mahindra Manulife Mutual Fund,3,Mid Cap Mutual Funds,3.7,16.46666666666667,False,False,False,False,True,True,False,False,False
Mahindra Manulife Multi Cap Fund,500,1000,0.49,1515.0,6,Fatema Pacha,2.87,4.41,17.39,0.98,1.58,Mahindra Manulife Mutual Fund,0,Multi Cap Funds,1.2,16.533333333333335,False,False,False,False,True,True,False,False,False
Mahindra Manulife Overnight Fund,0,1000,0.12,345.0,4,Rahul Pal,0.52,0.61,0.34,0.43,0.1,Mahindra Manulife Mutual Fund,4,Overnight Mutual Funds,5.4,4.65,False,False,False,False,False,False,False,False,False
Mahindra Manulife Short Duration Fund,500,1000,0.29,43.0,2,Rahul Pal,-,-,-,-,-,Mahindra Manulife Mutual Fund,3,Short Duration Funds,4.4,4.4,False,True,False,False,False,False,False,False,False
Mahindra Manulife Ultra Short Duration Fund,500,1000,0.35,170.0,3,Rahul Pal,3.72,2.38,0.56,1.05,1.74,Mahindra Manulife Mutual Fund,4,Ultra Short Duration Funds,5.5,5.3,True,False,False,False,False,False,False,False,False
Mirae Asset Banking and PSU Debt Fund,1000,5000,0.34,89.0,3,Basant Bafna,-,-,-,-,-,Mirae Asset Mutual Fund,3,Banking and PSU Mutual Funds,3.7,3.7,True,False,False,False,False,False,False,False,False
Mirae Asset Cash Management Fund,1000,5000,0.17,5983.0,10,Abhishek Iyer,6.12,1.3,0.37,0.7,1,Mirae Asset Mutual Fund,3,Liquid Mutual Funds,5.6,5.066666666666666,True,False,False,False,False,False,False,False,False
Mirae Asset Corporate Bond Fund,1000,5000,0.46,57.0,2,Mahendra Jajoo,-,-,-,-,-,Mirae Asset Mutual Fund,3,Corporate Bond Mutual Funds,3.7,3.7,True,False,False,False,False,False,False,False,False
Mirae Asset Dynamic Bond Fund,1000,5000,0.18,213.0,6,Amit Modani,0.22,0.15,2.49,1.14,0.19,Mirae Asset Mutual Fund,2,Dynamic Bond,2.8,4.833333333333333,False,True,False,False,False,False,False,False,False
Mirae Asset Emerging Bluechip Fund,1000,5000,0.68,23394.0,10,Neelesh Surana,3.42,3.14,16.51,0.95,1.51,Mirae Asset Mutual Fund,5,Large & Mid Cap Funds,-1.2,14.433333333333332,False,False,False,False,True,True,False,False,False
Mirae Asset Equity Savings Fund,1000,5000,0.43,573.0,4,Harshad Borawake,4.03,4.3,7.17,1.06,1.66,Mirae Asset Mutual Fund,5,Equity Savings Mutual Funds,3.7,9.9,False,False,True,False,False,False,True,False,False
Mirae Asset Focused Fund,1000,5000,0.59,8615.0,4,Gaurav Misra,3.4,2.4,16.34,0.92,1.47,Mirae Asset Mutual Fund,4,Focused Funds,-4.9,11.75,False,False,False,False,True,True,False,False,False
Mirae Asset Great Consumer Fund,1000,5000,0.5,1989.0,10,Ankit Jain,3.41,6.38,13.39,0.7,1.68,Mirae Asset Mutual Fund,3,Sectoral / Thematic Mutual Funds,8.1,16.433333333333334,False,False,False,False,True,True,False,False,False
Mirae Asset Healthcare Fund,1000,5000,0.52,1505.0,5,Vrijesh Kasera,2.23,2.95,21.5,0.99,1,Mirae Asset Mutual Fund,0,Sectoral / Thematic Mutual Funds,-10.7,7.15,False,False,False,False,True,True,False,False,False
Mirae Asset Hybrid – Equity Fund,1000,5000,0.36,6952.0,8,Harshad Borawake,3.27,1.95,12.26,0.84,1.42,Mirae Asset Mutual Fund,4,Aggressive Hybrid Mutual Funds,1.7,11.933333333333332,False,False,False,False,True,False,True,False,False
Mirae Asset Large Cap Fund,1000,5000,0.53,32910.0,10,Gaurav Misra,3.55,0.41,15.64,0.92,1.36,Mirae Asset Mutual Fund,3,Large Cap Mutual Funds,0.6,12.666666666666666,False,False,False,False,True,True,False,False,False
Mirae Asset Midcap Fund,1000,5000,0.58,8753.0,4,Ankit Jain,3.44,2.67,16.86,0.92,1.76,Mirae Asset Mutual Fund,4,Mid Cap Mutual Funds,1.2,18.1,False,False,False,False,True,True,False,False,False
Mirae Asset Money Market Fund,1000,5000,0.25,59.0,2,Basant Bafna,-,-,-,-,-,Mirae Asset Mutual Fund,3,Money Market Funds,5.3,5.3,True,False,False,False,False,False,False,False,False
Mirae Asset Overnight Fund,1000,5000,0.11,632.0,3,Abhishek Iyer,1.26,0.67,0.34,0.45,0.2,Mirae Asset Mutual Fund,5,Overnight Mutual Funds,5.4,4.65,False,False,False,False,False,False,False,False,False
Mirae Asset Savings Fund,1000,5000,0.37,606.0,10,Kruti Chheta,3.29,2.65,0.86,1.03,1.47,Mirae Asset Mutual Fund,3,Low Duration Funds,5.2,5.566666666666667,True,False,False,False,False,False,False,False,False
Mirae Asset Short Term Fund,1000,5000,0.31,406.0,5,Basant Bafna,1.74,4.26,1.46,2.04,1.05,Mirae Asset Mutual Fund,3,Short Duration Funds,4.5,5.766666666666667,True,False,False,False,False,False,False,False,False
Mirae Asset Tax Saver Fund,500,500,0.54,14043.0,7,Neelesh Surana,3.73,2.58,16.81,0.98,1.52,Mirae Asset Mutual Fund,5,ELSS Mutual Funds,0.6,15.4,False,False,False,False,True,True,False,False,False
Mirae Asset Ultra Short Duration Fund,1000,5000,0.29,284.0,2,Basant Bafna,-,-,-,-,-,Mirae Asset Mutual Fund,3,Ultra Short Duration Funds,5.5,5.5,True,False,False,False,False,False,False,False,False
Motilal Oswal Balance Advantage Fund,500,500,1.19,667.0,6,Santosh Singh,1.13,-4.94,10.32,0.62,0.62,Motilal Oswal Mutual Fund,1,Dynamic Asset Allocation or Balanced Advantage,0.3,5.266666666666667,False,False,False,False,True,False,True,False,False
Motilal Oswal Equity Hybrid Fund,500,500,0.94,385.0,5,Siddharth Bothra,2.63,-1.13,11.94,0.82,1.16,Motilal Oswal Mutual Fund,3,Aggressive Hybrid Mutual Funds,1.7,15.800000000000002,False,False,False,False,True,False,True,False,False
Motilal Oswal Flexi Cap Fund,500,500,0.97,8332.0,9,Siddharth Bothra,1.98,-6.29,15.5,0.86,0.9,Motilal Oswal Mutual Fund,1,Flexi Cap Funds,-1.6,6.566666666666666,False,False,False,False,True,True,False,False,False
Motilal Oswal Focused Fund,500,500,1.0,1643.0,10,Siddharth Bothra,2.1,-4.81,16.36,0.94,1.01,Motilal Oswal Mutual Fund,2,Focused Funds,2.6,11.200000000000001,False,False,False,False,True,True,False,False,False
Motilal Oswal Large and Midcap Fund,500,500,0.73,1415.0,3,Aditya Khemani,3.17,5.27,15.94,0.85,1.55,Motilal Oswal Mutual Fund,3,Large & Mid Cap Funds,10.7,19.799999999999997,False,False,False,False,True,True,False,False,False
Motilal Oswal Liquid Fund,500,500,0.21,484.0,4,Rakesh Shetty,-0.39,0.88,0.35,0.68,-0.08,Motilal Oswal Mutual Fund,1,Liquid Mutual Funds,5.2,4.5,True,False,False,False,False,False,False,False,False
Motilal Oswal Long Term Equity Fund,500,500,0.8,2187.0,8,Aditya Khemani,3.01,1.02,15.9,0.88,1.36,Motilal Oswal Mutual Fund,3,ELSS Mutual Funds,8.5,14.5,False,False,False,False,True,True,False,False,False
Motilal Oswal Midcap Fund,500,500,0.87,3769.0,9,Niket Shah,3.72,7.69,15.34,0.77,1.98,Motilal Oswal Mutual Fund,5,Mid Cap Mutual Funds,14.6,21.666666666666668,False,False,False,False,True,True,False,False,False
Motilal Oswal Nasdaq 100 FOF – Direct Growth,500,500,0.1,3378.0,4,Swapnil Mayekar,1.18,-,22.3,-,0.77,Motilal Oswal Mutual Fund,0,FoFs Overseas,-6.2,7.6,False,False,False,False,True,False,False,True,False
Motilal Oswal Nifty 50 Index Fund,500,500,0.14,234.0,3,Swapnil Mayekar,3.48,-0.6,16.66,0.99,1.31,Motilal Oswal Mutual Fund,4,Index Funds,0.1,13.05,False,False,False,False,True,False,False,True,False
Motilal Oswal Nifty 500 Index Fund,500,500,0.4,372.0,4,Swapnil Mayekar,3.05,-0.81,16.62,0.99,1.34,Motilal Oswal Mutual Fund,3,Index Funds,-1.2,12.75,False,False,False,False,True,False,False,True,False
Motilal Oswal Nifty Bank Index Fund,500,500,0.21,332.0,4,Swapnil Mayekar,2.02,0,25.4,1,0.95,Motilal Oswal Mutual Fund,2,Index Funds,10.8,17.9,False,False,False,False,True,False,False,True,False
Motilal Oswal Nifty Midcap 150 Index Fund,500,500,0.22,644.0,4,Swapnil Mayekar,3.32,-1.33,18.42,1.03,1.58,Motilal Oswal Mutual Fund,3,Index Funds,4.8,19.25,False,False,False,False,True,False,False,True,False
Motilal Oswal Nifty Next 50 Index Fund,500,500,0.33,118.0,3,Swapnil Mayekar,1.67,-4.95,18,0.98,0.95,Motilal Oswal Mutual Fund,2,Index Funds,-5.9,7.95,False,False,False,False,True,False,False,True,False
Motilal Oswal Nifty Smallcap 250 Index Fund,500,500,0.31,312.0,4,Swapnil Mayekar,2.88,-1.24,21.03,0.99,1.52,Motilal Oswal Mutual Fund,2,Index Funds,-4.8,16.150000000000002,False,False,False,False,True,False,False,True,False
Motilal Oswal Ultra Short Term Fund,500,500,0.58,101.0,10,Rakesh Shetty,-0.2,1.32,0.39,1.01,-0.09,Motilal Oswal Mutual Fund,1,Ultra Short Duration Funds,4.7,3.466666666666667,False,False,False,False,False,False,False,False,False
Navi 3 In 1 Fund,500,1000,0.34,15.0,10,Aditya Mulki,3.29,0.91,15.51,0.89,1.41,Navi Mutual Fund,2,Multi Asset Allocation Mutual Funds,0.2,15.066666666666668,False,False,False,False,True,False,True,False,False
Navi ELSS Tax Saver Fund,500,500,0.4,56.0,7,Aditya Mulki,-,-,-,-,-,Navi Mutual Fund,2,ELSS Mutual Funds,1.3,11.733333333333334,False,False,False,False,True,True,False,False,False
Navi Equity Hybrid Fund,500,10,0.42,82.0,5,Aditya Mulki,2.72,1.73,11.25,0.77,1.41,Navi Mutual Fund,3,Aggressive Hybrid Mutual Funds,3.2,11.45,False,False,False,False,True,False,True,False,False
Navi Flexi Cap Fund,500,10,0.43,202.0,5,Aditya Mulki,3.29,0.91,15.51,0.89,1.41,Navi Mutual Fund,3,Flexi Cap Funds,2.1,14.0,False,False,False,False,True,True,False,False,False
Navi Large & Midcap Fund,500,10,0.35,234.0,7,Aditya Mulki,3.12,5.26,15.37,0.85,1.61,Navi Mutual Fund,3,Large & Mid Cap Funds,1.6,14.333333333333334,False,False,False,False,True,True,False,False,False
Navi Large Cap Equity Fund,500,1000,0.31,91.0,10,Aditya Mulki,3.12,5.26,15.37,0.85,1.61,Navi Mutual Fund,2,Large Cap Mutual Funds,0.2,15.066666666666668,False,False,False,False,True,True,False,False,False
Navi Regular Savings Fund,500,10,0.39,26.0,10,Surbhi Sharma,2.69,1.01,3.3,0.5,1.38,Navi Mutual Fund,3,Conservative Hybrid Mutual Funds,4.4,6.433333333333334,False,False,True,False,False,False,True,False,False
Navi Ultra Short Term Fund,500,1000,0.73,11.0,10,Surbhi Sharma,2.45,1.07,0.36,0.59,0.79,Navi Mutual Fund,1,Ultra Short Duration Funds,1.7,15.800000000000002,True,False,False,False,False,False,False,False,False
Nippon India Arbitrage Fund,100,5000,0.21,9234.0,10,Anand Devendra Gupta,1.67,1.74,0.7,0.61,1.31,Nippon India Mutual Fund,4,Arbitrage Mutual Funds,5.6,5.3999999999999995,False,False,False,False,False,False,True,False,False
Nippon India Balanced Advantage Fund,100,100,0.65,6593.0,10,Amar Kalkundrikar,3.76,3.1,8.53,0.56,1.58,Nippon India Mutual Fund,3,Dynamic Asset Allocation or Balanced Advantage,5.3,10.833333333333334,False,False,False,True,False,False,True,False,False
Nippon India Banking & PSU Debt Fund,100,5000,0.33,4008.0,8,Pranay Sinha,1.84,5.1,1.92,2.27,1.08,Nippon India Mutual Fund,4,Banking and PSU Mutual Funds,4.2,6.166666666666667,False,True,False,False,False,False,False,False,False
Nippon India Banking&Financial Services-DirGrowth,100,5000,1.32,3826.0,10,Vinay Sharma,2.22,6.01,24.98,0.93,1.15,Nippon India Mutual Fund,3,Sectoral / Thematic Mutual Funds,8.8,15.533333333333333,False,False,False,False,True,True,False,False,False
Nippon India Consumption Fund,100,5000,1.76,312.0,10,Amar Kalkundrikar,4.22,8.77,14.85,0.76,1.76,Nippon India Mutual Fund,5,Sectoral / Thematic Mutual Funds,12.1,19.1,False,False,False,False,True,True,False,False,False
Nippon India Corporate Bond Fund,100,5000,0.32,1701.0,10,Vivek Sharma,2.64,2.14,1.41,0.47,1.61,Nippon India Mutual Fund,5,Corporate Bond Mutual Funds,5.1,6.3,False,True,False,False,False,False,False,False,False
Nippon India Credit Risk Fund,100,500,1.0,927.0,10,Sushil Budhia,3.84,6.08,3.87,0.9,1.26,Nippon India Mutual Fund,2,Credit Risk Funds,4.8,6.233333333333334,False,False,False,True,False,False,False,False,False
Nippon India Dynamic Bond Fund,100,5000,0.28,3340.0,10,Pranay Sinha,0.46,0.97,4.28,2,0.36,Nippon India Mutual Fund,1,Dynamic Bond,3.6,5.3,False,True,False,False,False,False,False,False,False
Nippon India Equity Hybrid Fund,100,500,1.31,2764.0,10,Meenakshi Dawar,3.57,4.96,12.52,0.83,1.62,Nippon India Mutual Fund,1,Aggressive Hybrid Mutual Funds,4.2,11.466666666666667,False,False,False,True,False,False,True,False,False
Nippon India Equity Savings Fund,100,5000,0.69,178.0,8,Sushil Budhia,3.22,2.71,6.41,0.89,1.41,Nippon India Mutual Fund,1,Equity Savings Mutual Funds,3.9,5.8,True,False,False,False,False,False,True,False,False
Nippon India Floating Rate Fund,100,5000,0.27,7288.0,10,Anju Chhajer,2.66,4.77,1.72,1.84,1.34,Nippon India Mutual Fund,3,Floater Mutual Funds,4.5,6.166666666666667,False,True,False,False,False,False,False,False,False
Nippon India Focused Equity Fund,100,5000,1.2,5929.0,10,Vinay Sharma,3.5,2.01,20.2,1.12,1.4,Nippon India Mutual Fund,3,Focused Funds,3.2,16.033333333333335,False,False,False,False,True,True,False,False,False
Nippon India Gold Savings Fund,100,100,0.19,1447.0,10,Mehul Dama,1.03,-0.52,14.76,1.04,0.46,Nippon India Mutual Fund,2,FoFs Domestic,14.2,13.0,False,False,False,True,False,False,False,True,False
Nippon India Growth Fund,100,100,1.09,13409.0,10,Rupesh Patel,3.62,2.25,16.8,0.91,1.74,Nippon India Mutual Fund,4,Mid Cap Mutual Funds,5.6,17.5,False,False,False,False,True,True,False,False,False
Nippon India GSF – Direct Growth,100,5000,0.63,1158.0,10,Pranay Sinha,0.57,0.57,2.98,0.69,0.45,Nippon India Mutual Fund,3,Gilt Mutual Funds,4.4,6.066666666666667,True,False,False,False,False,False,False,False,False
Nippon India Hybrid Bond Fund,100,5000,1.26,716.0,10,Sushil Budhia,4.19,3.09,2.5,0.33,2.17,Nippon India Mutual Fund,1,Conservative Hybrid Mutual Funds,5.1,6.033333333333332,False,False,False,False,True,False,True,False,False
Nippon India Income Fund,100,5000,0.58,238.0,10,Vivek Sharma,0.6,1.14,3.05,1.43,0.5,Nippon India Mutual Fund,3,Medium to Long Duration Funds,6.0,6.566666666666667,True,False,False,False,False,False,False,False,False
Nippon India Index Fund,100,5000,0.15,374.0,10,Mehul Dama,3.23,-1.01,16.9,1,1.28,Nippon India Mutual Fund,4,Index Funds,1.5,13.366666666666667,False,False,False,False,True,False,False,True,False
Nippon India Index Fund,100,100,0.2,638.0,10,Mehul Dama,3.33,-1.48,16.64,0.99,1.26,Nippon India Mutual Fund,3,Index Funds,0.9,12.933333333333332,False,False,False,False,True,False,False,True,False
Nippon India Large Cap Fund,100,100,1.01,12524.0,10,Sailesh Raj Bhan,3.01,2.97,17.74,1,1.44,Nippon India Mutual Fund,3,Large Cap Mutual Funds,8.4,16.833333333333332,False,False,False,False,True,True,False,False,False
Nippon India Liquid Fund,100,1000,0.2,25358.0,10,Anju Chhajer,4.53,1.5,0.39,0.83,1.01,Nippon India Mutual Fund,3,Liquid Mutual Funds,5.6,5.133333333333334,True,False,False,False,False,False,False,False,False
Nippon India Low Duration Fund,100,500,0.37,6232.0,10,Anju Chhajer,2.8,2.56,0.98,0.58,1.82,Nippon India Mutual Fund,4,Low Duration Funds,5.3,6.0,True,False,False,False,False,False,False,False,False
Nippon India Money Market Fund,100,500,0.21,10718.0,10,Anju Chhajer,5.44,2.79,0.56,1.21,2.11,Nippon India Mutual Fund,5,Money Market Funds,5.7,5.766666666666667,False,True,False,False,False,False,False,False,False
Nippon India Multi Cap Fund,100,100,1.12,14091.0,10,Sailesh Raj Bhan,3.33,6.54,19.22,0.99,1.55,Nippon India Mutual Fund,0,Multi Cap Funds,10.7,19.200000000000003,False,False,False,False,True,True,False,False,False
Nippon India Nifty Next 50 Junior BeES FoF-Dir Growth,100,100,0.02,148.0,4,Mehul Dama,1.75,-4.27,18.26,0.99,0.99,Nippon India Mutual Fund,2,FoFs Domestic,-5.8,8.0,False,False,False,False,True,False,False,True,False
Nippon India Overnight Fund,100,100,0.08,8861.0,4,Anju Chhajer,0.4,0.63,0.35,0.46,0.07,Nippon India Mutual Fund,4,Overnight Mutual Funds,5.4,4.65,False,False,False,False,False,False,False,False,False
Nippon India Pharma Fund,100,5000,1.17,4267.0,10,Sailesh Raj Bhan,2.09,2.71,20.6,0.95,0.99,Nippon India Mutual Fund,0,Sectoral / Thematic Mutual Funds,-7.0,11.1,False,False,False,False,True,True,False,False,False
Nippon India Power & Infra Fund,100,5000,1.58,1871.0,10,Sanjay Doshi,3.52,9.72,19.09,0.7,1.67,Nippon India Mutual Fund,3,Sectoral / Thematic Mutual Funds,20.4,22.566666666666666,False,False,False,False,True,True,False,False,False
Nippon India Quant Fund,100,5000,0.54,34.0,10,Ashutosh Bhargava,2.91,2.11,14.96,0.84,1.47,Nippon India Mutual Fund,0,Sectoral / Thematic Mutual Funds,5.0,14.6,False,False,False,False,True,True,False,False,False
Nippon India Retirement Fund,500,500,0.85,172.0,8,Pranay Sinha,1.38,-0.72,4.79,0.61,0.76,Nippon India Mutual Fund,2,Retirement Funds,4.0,6.6000000000000005,False,False,True,False,False,False,False,False,True
Nippon India Retirement Fund,500,500,1.03,2233.0,8,Pranay Sinha,3.35,-0.56,16.26,0.95,1.34,Nippon India Mutual Fund,1,Retirement Funds,1.3,11.100000000000001,False,False,False,False,True,False,False,False,True
Nippon India Short Term Fund,100,100,0.34,5147.0,10,Sushil Budhia,2.42,4.95,1.6,1.94,1.47,Nippon India Mutual Fund,4,Short Duration Funds,4.3,6.066666666666666,False,True,False,False,False,False,False,False,False
Nippon India Small Cap Fund,100,5000,0.86,23910.0,10,Samir Rachh,4.2,10.01,19.31,0.89,2.06,Nippon India Mutual Fund,4,Small Cap Mutual Funds,8.7,24.366666666666664,False,False,False,False,True,True,False,False,False
Nippon India Strategic Debt Fund,100,5000,1.4,151.0,9,Sushil Budhia,2.12,4.14,8.43,0.16,0.5,Nippon India Mutual Fund,2,Medium Duration Funds,2.7,3.3666666666666667,False,False,False,False,True,False,False,False,False
Nippon India Tax Saver (ELSS) Fund,500,500,1.18,11210.0,10,Rupesh Patel,2.75,0.53,17.25,0.98,1.37,Nippon India Mutual Fund,1,ELSS Mutual Funds,1.8,11.866666666666667,False,False,False,False,True,True,False,False,False
Nippon India US Equity Opportunities Fund,100,100,1.22,534.0,8,Kinjal Desai,1.33,-,19.57,-,0.67,Nippon India Mutual Fund,0,Sectoral / Thematic Mutual Funds,1.7,15.800000000000002,False,False,False,False,True,True,False,False,False
Nippon India USD Fund,100,100,0.38,5114.0,10,Vivek Sharma,3.13,3.47,1.79,0.53,1.54,Nippon India Mutual Fund,5,Ultra Short Duration Funds,5.9,6.266666666666667,False,True,False,False,False,False,False,False,False
Nippon India Value Fund,100,500,1.21,4641.0,10,Meenakshi Dawar,3.34,4.25,16.97,0.97,1.54,Nippon India Mutual Fund,3,Value Funds,0.0,14.166666666666666,False,False,False,False,True,True,False,False,False
Nippon India Vision Fund,100,5000,1.55,3024.0,10,Amar Kalkundrikar,3.41,2.62,15.86,0.91,1.48,Nippon India Mutual Fund,1,Large & Mid Cap Funds,2.1,12.933333333333332,False,False,False,False,True,True,False,False,False
